Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  27 ,  4 ,  1 ,  1 ,  27.0  ,  3000000 ,  1 ,  6.66666666667e-05  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  28 ,  4 ,  1 ,  1 ,  28.0  ,  3000000 ,  1 ,  3.33333333333e-05  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  29 ,  4 ,  1 ,  1 ,  29.0  ,  3000000 ,  1 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  30 ,  4 ,  1 ,  1 ,  30.0  ,  3000000 ,  1 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  31 ,  4 ,  1 ,  1 ,  31.0  ,  3000000 ,  1 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,

PacketMinSketch ,  2 ,  4 ,  1 ,  1 ,  3.0  ,  3000000 ,  2 ,  99.1008666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  3 ,  4 ,  1 ,  1 ,  4.0  ,  3000000 ,  2 ,  82.0048  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  4 ,  4 ,  1 ,  1 ,  5.0  ,  3000000 ,  2 ,  44.7415666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  5 ,  4 ,  1 ,  1 ,  6.0  ,  3000000 ,  2 ,  17.2063  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  6 ,  4 ,  1 ,  1 ,  7.0  ,  3000000 ,  2 ,  5.35786666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  7 ,  4 ,  1 ,  1 ,  8.0  ,  3000000 ,  2 ,  1.49846666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  8 ,  4 ,  1 ,  1 ,  9.0  ,  3000000 ,  2 ,  0.400466666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  9 ,  4 ,  1 ,  1 ,  10.0  ,  3000000 ,  2 ,  0.100633333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  10 ,  4 ,  1 ,  1 ,  11.0  ,  3000000 ,  2 ,  0.0254666666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  11 ,  4 ,  1 ,  1 ,  12.0  ,  3000000 ,  2 ,  0.00676666666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  12 ,  4 ,  1 ,  1 ,  13.0  ,  3000000 ,  2 ,  0.0016  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  13 ,  4 ,  1 ,  1 ,  14.0  ,  3000000 ,  2 ,  0.000266666666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  14 ,  4 ,  1 ,  1 ,  15.0  ,  3000000 ,  2 ,  0.000133333333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  15 ,  4 ,  1 ,  1 ,  16.0  ,  3000000 ,  2 ,  0.0001  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  16 ,  4 ,  1 ,  1 ,  17.0  ,  3000000 ,  2 ,  3.33333333333e-05  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  17 ,  4 ,  1 ,  1 ,  18.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  18 ,  4 ,  1 ,  1 ,  19.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  19 ,  4 ,  1 ,  1 ,  20.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  20 ,  4 ,  1 ,  1 ,  21.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  21 ,  4 ,  1 ,  1 ,  22.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  22 ,  4 ,  1 ,  1 ,  23.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  23 ,  4 ,  1 ,  1 ,  24.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  24 ,  4 ,  1 ,  1 ,  25.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  25 ,  4 ,  1 ,  1 ,  26.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  26 ,  4 ,  1 ,  1 ,  27.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  27 ,  4 ,  1 ,  1 ,  28.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  28 ,  4 ,  1 ,  1 ,  29.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  29 ,  4 ,  1 ,  1 ,  30.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  30 ,  4 ,  1 ,  1 ,  31.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  31 ,  4 ,  1 ,  1 ,  32.0  ,  3000000 ,  2 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,

PacketMinSketch ,  2 ,  4 ,  1 ,  1 ,  4.0  ,  3000000 ,  4 ,  88.5121  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  3 ,  4 ,  1 ,  1 ,  5.0  ,  3000000 ,  4 ,  35.2324  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  4 ,  4 ,  1 ,  1 ,  6.0  ,  3000000 ,  4 ,  5.93773333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  5 ,  4 ,  1 ,  1 ,  7.0  ,  3000000 ,  4 ,  0.6105  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  6 ,  4 ,  1 ,  1 ,  8.0  ,  3000000 ,  4 ,  0.0507666666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  7 ,  4 ,  1 ,  1 ,  9.0  ,  3000000 ,  4 ,  0.00386666666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  8 ,  4 ,  1 ,  1 ,  10.0  ,  3000000 ,  4 ,  0.000166666666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  9 ,  4 ,  1 ,  1 ,  11.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  10 ,  4 ,  1 ,  1 ,  12.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  11 ,  4 ,  1 ,  1 ,  13.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  12 ,  4 ,  1 ,  1 ,  14.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  13 ,  4 ,  1 ,  1 ,  15.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  14 ,  4 ,  1 ,  1 ,  16.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  15 ,  4 ,  1 ,  1 ,  17.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  16 ,  4 ,  1 ,  1 ,  18.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  17 ,  4 ,  1 ,  1 ,  19.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  18 ,  4 ,  1 ,  1 ,  20.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  19 ,  4 ,  1 ,  1 ,  21.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  20 ,  4 ,  1 ,  1 ,  22.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  21 ,  4 ,  1 ,  1 ,  23.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  22 ,  4 ,  1 ,  1 ,  24.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  23 ,  4 ,  1 ,  1 ,  25.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  24 ,  4 ,  1 ,  1 ,  26.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  25 ,  4 ,  1 ,  1 ,  27.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  26 ,  4 ,  1 ,  1 ,  28.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  27 ,  4 ,  1 ,  1 ,  29.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  28 ,  4 ,  1 ,  1 ,  30.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  29 ,  4 ,  1 ,  1 ,  31.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  30 ,  4 ,  1 ,  1 ,  32.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  31 ,  4 ,  1 ,  1 ,  33.0  ,  3000000 ,  4 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,



