Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  32 ,  4 ,  2 ,  1 ,  65.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.10526315789  ,  3.45945945946  ,  2.60578918564  ,  5  ,  250  ,  166.61971  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  1 ,  129.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.02040816327  ,  2.3137254902  ,  1.77547541118  ,  4  ,  152  ,  113.90327  ,

PacketMinSketch ,  32 ,  5 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.10526315789  ,  4.59090909091  ,  3.65211842975  ,  5  ,  362  ,  234.59545  ,
PacketMinSketch ,  32 ,  5 ,  2 ,  1 ,  65.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.1  ,  3.39705882353  ,  2.05609943829  ,  5  ,  279  ,  132.02913  ,
PacketMinSketch ,  32 ,  5 ,  4 ,  1 ,  129.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.03125  ,  2.5  ,  1.39568305898  ,  5  ,  146  ,  88.94951  ,

PacketMinSketch ,  32 ,  6 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.10526315789  ,  4.51351351351  ,  3.06713288591  ,  5  ,  377  ,  195.15107  ,
PacketMinSketch ,  32 ,  6 ,  2 ,  1 ,  65.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.08695652174  ,  3.10714285714  ,  2.10726875144  ,  5  ,  209  ,  133.74145  ,
PacketMinSketch ,  32 ,  6 ,  4 ,  1 ,  129.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.03225806452  ,  2.5  ,  1.41590922053  ,  5  ,  125  ,  89.88363  ,

PacketMinSketch ,  32 ,  7 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.10526315789  ,  4.76923076923  ,  3.26686036552  ,  5  ,  302  ,  207.84063  ,
PacketMinSketch ,  32 ,  7 ,  2 ,  1 ,  65.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.06666666667  ,  3.13043478261  ,  2.30623012145  ,  5  ,  220  ,  146.63719  ,
PacketMinSketch ,  32 ,  7 ,  4 ,  1 ,  129.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.02222222222  ,  3.0  ,  1.54752806819  ,  5  ,  128  ,  98.44741  ,

PacketMinSketch ,  32 ,  8 ,  1 ,  1 ,  33.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.10526315789  ,  6.0  ,  3.4299570881  ,  5  ,  320  ,  218.85125  ,
PacketMinSketch ,  32 ,  8 ,  2 ,  1 ,  65.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.0243902439  ,  3.53846153846  ,  2.42319172907  ,  5  ,  237  ,  155.06014  ,
PacketMinSketch ,  32 ,  8 ,  4 ,  1 ,  129.0  ,  100000 ,  2 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.01754385965  ,  3.0  ,  1.59822915475  ,  5  ,  139  ,  102.64195  ,


PacketMinSketch ,  32 ,  3 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.29166666667  ,  7.57142857143  ,  6.43376163397  ,  10  ,  622  ,  413.13397  ,
PacketMinSketch ,  32 ,  3 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.29166666667  ,  5.77272727273  ,  4.43706964115  ,  7  ,  454  ,  283.88356  ,
PacketMinSketch ,  32 ,  3 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.25  ,  3.50769230769  ,  2.50146437337  ,  6  ,  264  ,  160.44113  ,

PacketMinSketch ,  32 ,  4 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.29166666667  ,  7.23636363636  ,  6.14149338603  ,  9  ,  582  ,  394.67027  ,
PacketMinSketch ,  32 ,  4 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.29166666667  ,  5.40540540541  ,  4.12751439837  ,  9  ,  416  ,  263.76482  ,
PacketMinSketch ,  32 ,  4 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.29166666667  ,  3.25  ,  2.47654988908  ,  6  ,  230  ,  158.93004  ,

PacketMinSketch ,  32 ,  5 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.31578947368  ,  6.85714285714  ,  5.7056378621  ,  10  ,  528  ,  364.03965  ,
PacketMinSketch ,  32 ,  5 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.29166666667  ,  5.36764705882  ,  3.90999884052  ,  9  ,  445  ,  250.32818  ,
PacketMinSketch ,  32 ,  5 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.29166666667  ,  3.5  ,  2.15984803898  ,  7  ,  207  ,  137.73148  ,

PacketMinSketch ,  32 ,  6 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.31578947368  ,  6.8  ,  5.80874083618  ,  9  ,  545  ,  371.88874  ,
PacketMinSketch ,  32 ,  6 ,  2 ,  1 ,  66.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.30769230769  ,  5.03571428571  ,  3.78974212551  ,  8  ,  377  ,  243.03009  ,
PacketMinSketch ,  32 ,  6 ,  4 ,  1 ,  130.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.25  ,  4.0  ,  2.04285721539  ,  7  ,  234  ,  129.60218  ,

PacketMinSketch ,  32 ,  7 ,  1 ,  1 ,  34.0  ,  100000 ,  4 ,  0.0  ,  0  ,  24  ,  3.02852  ,  2  ,  85  ,  60.83683  ,  1.31578947368  ,  6.71428571429  ,  5.21012647263  ,  10  ,  549  ,  332.53514  ,
