b,AvgB,Th,AvgL,AvgTime
5,5,2,81.0,3.63808465116
5,5,2,82.0,3.63612724138
5,5,2,83.0,3.63667852273
5,5,2,84.0,3.63609258427
5,5,2,85.0,3.63525766667
5,5,2,86.0,3.63175318681
5,5,2,87.0,3.62947271739
5,5,2,88.0,3.62997827957
5,5,2,89.0,3.62552893617
5,5,2,90.0,3.62700610526
5,5,2,91.0,3.6236065625
5,5,2,92.0,3.62330876289
5,5,2,93.0,3.62219316327
5,5,2,94.0,3.62161444444
5,5,2,95.0,3.6187922
5,5,2,96.0,3.6184719802
5,5,2,97.0,3.61621147059
5,5,2,98.0,3.61726417476
5,5,2,99.0,3.616745
6,2,2,3.0,2.348524
6,2,2,4.0,2.48336333333
6,2,2,5.0,2.59453285714
6,2,2,6.0,2.68782
6,2,2,7.0,2.6662
6,2,2,8.0,2.650097
6,2,2,9.0,2.63555181818
6,2,2,10.0,2.62401333333
6,2,2,11.0,2.61576153846
6,2,2,12.0,2.6079
6,2,2,13.0,2.73332666667
6,2,2,14.0,2.907090625
6,2,2,15.0,3.05731352941
6,2,2,16.0,3.19605722222
6,2,2,17.0,3.31563
6,2,2,18.0,3.4242535
6,2,2,19.0,3.42709095238
6,2,2,20.0,3.43132727273
6,2,2,21.0,3.43523130435
6,2,2,22.0,3.43742333333
6,2,2,23.0,3.4406404
6,2,2,24.0,3.44065230769
6,2,2,25.0,3.44390555556
6,2,2,26.0,3.44766857143
6,2,2,27.0,3.44758034483
6,2,2,28.0,3.44926533333
6,2,2,29.0,3.45292870968
6,2,2,30.0,3.45296
6,2,2,31.0,3.45475727273
6,2,2,32.0,3.45680205882
6,2,2,33.0,3.45694742857
6,2,2,34.0,3.45778333333
6,2,2,35.0,3.45966297297
6,2,2,36.0,3.45870921053
6,2,2,37.0,3.46260435897
6,2,2,38.0,3.43848325
6,2,2,39.0,3.4142497561
6,2,2,40.0,3.39146380952
6,2,2,41.0,3.37228302326
6,2,2,42.0,3.35333818182
6,2,2,43.0,3.33274911111
6,2,2,44.0,3.31571934783
6,2,2,45.0,3.2979687234
6,2,2,46.0,3.28135416667
6,2,2,47.0,3.26751510204
6,2,2,48.0,3.2498448
6,2,2,49.0,3.23593156863
6,2,2,50.0,3.22031192308
6,2,2,51.0,3.20738056604
6,2,2,52.0,3.19305555556
6,2,2,53.0,3.18311781818
6,2,2,54.0,3.16829232143
6,2,2,55.0,3.15701912281
6,2,2,56.0,3.14522258621
6,2,2,57.0,3.13541610169
6,2,2,58.0,3.122753
6,2,2,59.0,3.11574245902
6,2,2,60.0,3.10602209677
6,2,2,61.0,3.09507555556
6,2,2,62.0,3.08550734375
6,2,2,63.0,3.07742615385
6,2,2,64.0,3.0698019697
6,2,2,65.0,3.05861029851
6,2,2,66.0,3.05141117647
6,2,2,67.0,3.04372884058
6,2,2,68.0,3.03687071429
6,2,2,69.0,3.0260056338
6,2,2,70.0,3.02042944444
6,2,2,71.0,3.01383315068
6,2,2,72.0,3.00602824324
6,2,2,73.0,3.0273308
6,2,2,74.0,3.05683802632
6,2,2,75.0,3.08899571429
6,2,2,76.0,3.12450051282
6,2,2,77.0,3.15092050633
6,2,2,78.0,3.181967375
6,2,2,79.0,3.21501419753
6,2,2,80.0,3.23507963415
6,2,2,81.0,3.2639039759
6,2,2,82.0,3.290535
6,2,2,83.0,3.31515694118
6,2,2,84.0,3.33689395349
6,2,2,85.0,3.36546908046
6,2,2,86.0,3.39439090909
6,2,2,87.0,3.41278550562
6,2,2,88.0,3.44298833333
6,2,2,89.0,3.46096164835
6,2,2,90.0,3.48151391304
6,2,2,91.0,3.50816623656
6,2,2,92.0,3.52503031915
6,2,2,93.0,3.54780463158
6,2,2,94.0,3.56587885417
6,2,2,95.0,3.58612546392
6,2,2,96.0,3.60759989796
6,2,2,97.0,3.62884444444
6,2,2,98.0,3.6473823
6,2,2,99.0,3.66445079208
6,5,2,3.0,1.75029375
6,5,2,4.0,1.83377888889
6,5,2,5.0,1.899931
6,5,2,6.0,1.95386181818
6,5,2,7.0,1.99927916667
6,5,2,8.0,2.03859461538
6,5,2,9.0,2.07202428571
6,5,2,10.0,2.10006933333
6,5,2,11.0,2.12558
6,5,2,12.0,2.14653235294
6,5,2,13.0,2.27754055555
6,5,2,14.0,2.44813578947
6,5,2,15.0,2.601224
6,5,2,16.0,2.73631666667
6,5,2,17.0,2.86401318182
6,5,2,18.0,2.98045652174
6,5,2,19.0,3.00018041667
6,5,2,20.0,3.0211252
6,5,2,21.0,3.03772192308
6,5,2,22.0,3.05537148148
6,5,2,23.0,3.07318214286
6,5,2,24.0,3.08529172414
6,5,2,25.0,3.098929
6,5,2,26.0,3.11331774194
6,5,2,27.0,3.124476875
6,5,2,28.0,3.1370430303
6,5,2,29.0,3.14629205882
6,5,2,30.0,3.15736714286
6,5,2,31.0,3.16564388889
6,5,2,32.0,3.17675054054
6,5,2,33.0,3.18401184211
6,5,2,34.0,3.19374051282
6,5,2,35.0,3.20143
6,5,2,36.0,3.20767463415
6,5,2,37.0,3.21328
6,5,2,38.0,3.19764093023
6,5,2,39.0,3.18228704545
6,5,2,40.0,3.16564444444
6,5,2,41.0,3.15235869565
6,5,2,42.0,3.13856808511
6,5,2,43.0,3.12532395833
6,5,2,44.0,3.11383714286
6,5,2,45.0,3.0996236
6,5,2,46.0,3.08913
6,5,2,47.0,3.07603730769
6,5,2,48.0,3.06640169811
6,5,2,49.0,3.05461703704
6,5,2,50.0,3.04631381818
6,5,2,51.0,3.03471446429
6,5,2,52.0,3.0254454386
6,5,2,53.0,3.01586689655
6,5,2,54.0,3.00850457627
6,5,2,55.0,2.99795666667
6,5,2,56.0,2.99308754098
6,5,2,57.0,2.98522354839
6,5,2,58.0,2.9761784127
6,5,2,59.0,2.96839546875
6,5,2,60.0,2.96192923077
6,5,2,61.0,2.95587333333
6,5,2,62.0,2.94722880597
6,5,2,63.0,2.94114661765
6,5,2,64.0,2.93523710145
6,5,2,65.0,2.93006457143
6,5,2,66.0,2.9205928169
6,5,2,67.0,2.91679208333
6,5,2,68.0,2.91097438356
6,5,2,69.0,2.90468756757
6,5,2,70.0,2.90154533333
6,5,2,71.0,2.89310407895
6,5,2,72.0,2.88895012987
6,5,2,73.0,2.9109624359
6,5,2,74.0,2.94259911392
6,5,2,75.0,2.976220375
6,5,2,76.0,3.0101762963
6,5,2,77.0,3.03453841463
6,5,2,78.0,3.06690240964
6,5,2,79.0,3.09654142857
6,5,2,80.0,3.12018882353
6,5,2,81.0,3.14734709302
6,5,2,82.0,3.17644655172
6,5,2,83.0,3.20603113636
6,5,2,84.0,3.22698426966
6,5,2,85.0,3.26002044444
6,5,2,86.0,3.27981472527
6,5,2,87.0,3.30086804348
6,5,2,88.0,3.33144064516
6,5,2,89.0,3.34891882979
6,5,2,90.0,3.37199347368
6,5,2,91.0,3.39478895833
6,5,2,92.0,3.41583453608
6,5,2,93.0,3.43987520408
6,5,2,94.0,3.46218474747
6,5,2,95.0,3.4827237
6,5,2,96.0,3.50132346535
6,5,2,97.0,3.51960137255
6,5,2,98.0,3.53939699029
6,5,2,99.0,3.55823028846
7,2,2,3.0,2.396668
7,2,2,4.0,2.51723666667
7,2,2,5.0,2.61861142857
7,2,2,6.0,2.706555
7,2,2,7.0,2.77740666667
7,2,2,8.0,2.750305
7,2,2,9.0,2.72619
7,2,2,10.0,2.70858833333
7,2,2,11.0,2.69309153846
7,2,2,12.0,2.67846
7,2,2,13.0,2.667512
7,2,2,14.0,2.656341875
7,2,2,15.0,2.64756647059
7,2,2,16.0,2.63845722222
7,2,2,17.0,2.68552052631
7,2,2,18.0,2.8233955
7,2,2,19.0,2.94978380952
7,2,2,20.0,3.06730909091
7,2,2,21.0,3.17166304348
7,2,2,22.0,3.27110333333
7,2,2,23.0,3.3610052
7,2,2,24.0,3.44239692308
7,2,2,25.0,3.48172037037
7,2,2,26.0,3.48231357143
7,2,2,27.0,3.48200068966
7,2,2,28.0,3.48307066667
7,2,2,29.0,3.48350967742
7,2,2,30.0,3.48417875
7,2,2,31.0,3.4861330303
7,2,2,32.0,3.48611029412
7,2,2,33.0,3.48626085714
7,2,2,34.0,3.48636222222
7,2,2,35.0,3.48782378378
7,2,2,36.0,3.48558605263
7,2,2,37.0,3.48880794872
7,2,2,38.0,3.48890925
7,2,2,39.0,3.48610487805
7,2,2,40.0,3.48655904762
7,2,2,41.0,3.49026767442
7,2,2,42.0,3.48895045455
7,2,2,43.0,3.488992
7,2,2,44.0,3.48786456522
7,2,2,45.0,3.48896978723
7,2,2,46.0,3.49054875
7,2,2,47.0,3.48974836735
7,2,2,48.0,3.4909584
7,2,2,49.0,3.49104862745
7,2,2,50.0,3.48986
7,2,2,51.0,3.47233037736
7,2,2,52.0,3.45491407407
7,2,2,53.0,3.43668909091
7,2,2,54.0,3.42006732143
7,2,2,55.0,3.40226122807
7,2,2,56.0,3.3869687931
