Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  6 ,  4 ,  2 ,  2 ,  24.0  ,  3000000 ,  1 ,  56.8043  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  7 ,  4 ,  2 ,  2 ,  28.0  ,  3000000 ,  1 ,  45.2796333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  8 ,  4 ,  2 ,  2 ,  32.0  ,  3000000 ,  1 ,  27.1451  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  9 ,  4 ,  2 ,  2 ,  36.0  ,  3000000 ,  1 ,  12.9401333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  10 ,  4 ,  2 ,  2 ,  40.0  ,  3000000 ,  1 ,  7.43903333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  11 ,  4 ,  2 ,  2 ,  44.0  ,  3000000 ,  1 ,  3.92673333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  12 ,  4 ,  2 ,  2 ,  48.0  ,  3000000 ,  1 ,  1.74083333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  13 ,  4 ,  2 ,  2 ,  52.0  ,  3000000 ,  1 ,  0.961666666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  14 ,  4 ,  2 ,  2 ,  56.0  ,  3000000 ,  1 ,  0.491866666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  15 ,  4 ,  2 ,  2 ,  60.0  ,  3000000 ,  1 ,  0.2535  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  16 ,  4 ,  2 ,  2 ,  64.0  ,  3000000 ,  1 ,  0.124133333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  17 ,  4 ,  2 ,  2 ,  68.0  ,  3000000 ,  1 ,  0.0609  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  18 ,  4 ,  2 ,  2 ,  72.0  ,  3000000 ,  1 ,  0.0296666666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  19 ,  4 ,  2 ,  2 ,  76.0  ,  3000000 ,  1 ,  0.0131  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  20 ,  4 ,  2 ,  2 ,  80.0  ,  3000000 ,  1 ,  0.00763333333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  21 ,  4 ,  2 ,  2 ,  84.0  ,  3000000 ,  1 ,  0.0029  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  22 ,  4 ,  2 ,  2 ,  88.0  ,  3000000 ,  1 ,  0.0016  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  23 ,  4 ,  2 ,  2 ,  92.0  ,  3000000 ,  1 ,  0.00103333333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  24 ,  4 ,  2 ,  2 ,  96.0  ,  3000000 ,  1 ,  0.000333333333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  25 ,  4 ,  2 ,  2 ,  100.0  ,  3000000 ,  1 ,  0.0002  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  26 ,  4 ,  2 ,  2 ,  104.0  ,  3000000 ,  1 ,  0.000166666666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  27 ,  4 ,  2 ,  2 ,  108.0  ,  3000000 ,  1 ,  0.0001  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  28 ,  4 ,  2 ,  2 ,  112.0  ,  3000000 ,  1 ,  3.33333333333e-05  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  29 ,  4 ,  2 ,  2 ,  116.0  ,  3000000 ,  1 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  30 ,  4 ,  2 ,  2 ,  120.0  ,  3000000 ,  1 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  31 ,  4 ,  2 ,  2 ,  124.0  ,  3000000 ,  1 ,  0.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,

PacketMinSketch ,  2 ,  4 ,  3 ,  3 ,  18.0  ,  3000000 ,  1 ,  100.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  3 ,  4 ,  3 ,  3 ,  27.0  ,  3000000 ,  1 ,  100.0  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  4 ,  4 ,  3 ,  3 ,  36.0  ,  3000000 ,  1 ,  99.8259333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  5 ,  4 ,  3 ,  3 ,  45.0  ,  3000000 ,  1 ,  97.8384666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  6 ,  4 ,  3 ,  3 ,  54.0  ,  3000000 ,  1 ,  83.1975666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  7 ,  4 ,  3 ,  3 ,  63.0  ,  3000000 ,  1 ,  63.1892  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  8 ,  4 ,  3 ,  3 ,  72.0  ,  3000000 ,  1 ,  39.8344333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
