b,AvgB,Th,AvgL,AvgTime
4,3,2,50.0,3.67155849057
4,3,2,51.0,3.65765925926
4,3,2,52.0,3.66279272727
4,3,2,53.0,3.66329285714
4,3,2,54.0,3.66222105263
4,3,2,55.0,3.66094827586
4,3,2,56.0,3.65641694915
4,3,2,57.0,3.65651
4,3,2,58.0,3.65029508197
4,3,2,59.0,3.65204516129
4,3,2,60.0,3.64641269841
4,3,2,61.0,3.644825
4,3,2,62.0,3.64000615385
4,3,2,63.0,3.6400969697
4,3,4,3.0,3.00203333333
4,3,4,4.0,3.64691428571
4,3,4,5.0,3.881575
4,3,4,6.0,4.05853333333
4,3,4,7.0,4.20496
4,3,4,8.0,4.32567272727
4,3,4,9.0,4.41951666667
4,3,4,10.0,4.50498461538
4,3,4,11.0,4.56767142857
4,3,4,12.0,4.63868
4,3,4,13.0,4.68355
4,3,4,14.0,4.90662352941
4,3,4,15.0,5.29283333333
4,3,4,16.0,5.60397894737
4,3,4,17.0,5.65311
4,3,4,18.0,5.65100952381
4,3,4,19.0,5.63808181818
4,3,4,20.0,5.64216521739
4,3,4,21.0,5.62458333333
4,3,4,22.0,5.61772
4,3,4,23.0,5.61417692308
4,3,4,24.0,5.60968148148
4,3,4,25.0,5.6154
4,3,4,26.0,5.60248275862
4,3,4,27.0,5.60287333333
4,3,4,28.0,5.60210322581
4,3,4,29.0,5.59673125
4,3,4,30.0,5.5988
4,3,4,31.0,5.59095882353
4,3,4,32.0,5.59577142857
4,3,4,33.0,5.58351666667
4,3,4,34.0,5.58267567568
4,3,4,35.0,5.57524210526
4,3,4,36.0,5.58095897436
4,3,4,37.0,5.572515
4,3,4,38.0,5.57898536585
4,3,4,39.0,5.58168095238
4,3,4,40.0,5.57080465116
4,3,4,41.0,5.57177727273
4,3,4,42.0,5.56778222222
4,3,4,43.0,5.56430434783
4,3,4,44.0,5.56751914894
4,3,4,45.0,5.56499166667
4,3,4,46.0,5.56522857143
4,3,4,47.0,5.560568
4,3,4,48.0,5.55241568627
4,3,4,49.0,5.55946538462
4,3,4,50.0,5.5583509434
4,3,4,51.0,5.54654814815
4,3,4,52.0,5.55370181818
4,3,4,53.0,5.55615
4,3,4,54.0,5.61493684211
4,3,4,55.0,5.71662068966
4,3,4,56.0,5.81251186441
4,3,4,57.0,5.912
4,3,4,58.0,5.99729836066
4,3,4,59.0,6.09083870968
4,3,4,60.0,6.17365079365
4,3,4,61.0,6.258865625
4,3,4,62.0,6.33652923077
4,3,4,63.0,6.41782424242
4,7,1,3.0,1.66498
4,7,1,4.0,1.55165454545
4,7,1,5.0,1.49348333333
4,7,1,6.0,1.46315384615
4,7,1,7.0,1.45182857143
4,7,1,8.0,1.47537333333
4,7,1,9.0,1.55895
4,7,1,10.0,1.64443529412
4,7,1,11.0,1.7327
4,7,1,12.0,1.80377894737
4,7,1,13.0,1.87458
4,7,1,14.0,1.93598095238
4,7,1,15.0,1.95636363636
4,7,1,16.0,1.93968695652
4,7,1,17.0,1.91910833333
4,7,1,18.0,1.896904
4,7,1,19.0,1.88127692308
4,7,1,20.0,1.86602962963
4,7,1,21.0,1.86091428571
4,7,1,22.0,1.84609655172
4,7,1,23.0,1.83941333333
4,7,1,24.0,1.82366451613
4,7,1,25.0,1.814025
4,7,1,26.0,1.8065030303
4,7,1,27.0,1.79548823529
4,7,1,28.0,1.79064571429
4,7,1,29.0,1.77642777778
4,7,1,30.0,1.7693027027
4,7,1,31.0,1.76028421053
4,7,1,32.0,1.7592
4,7,1,33.0,1.77559
4,7,1,34.0,1.82608780488
4,7,1,35.0,1.86596666667
4,7,1,36.0,1.89969767442
4,7,1,37.0,1.93584545455
4,7,1,38.0,1.96588888889
4,7,1,39.0,2.00389130435
4,7,1,40.0,2.04190638298
4,7,1,41.0,2.06596666667
4,7,1,42.0,2.10269387755
4,7,1,43.0,2.116044
4,7,1,44.0,2.13848627451
4,7,1,45.0,2.17411153846
4,7,1,46.0,2.20117735849
4,7,1,47.0,2.21003333333
4,7,1,48.0,2.23713818182
4,7,1,49.0,2.27854642857
4,7,1,50.0,2.28692631579
4,7,1,51.0,2.3169137931
4,7,1,52.0,2.32558983051
4,7,1,53.0,2.36197666667
4,7,1,54.0,2.37265901639
4,7,1,55.0,2.3953
4,7,1,56.0,2.40735873016
4,7,1,57.0,2.42435625
4,7,1,58.0,2.44278769231
4,7,1,59.0,2.46426363636
4,7,1,60.0,2.46956119403
4,7,1,61.0,2.49274411765
4,7,1,62.0,2.50291594203
4,7,1,63.0,2.51496857143
4,7,2,3.0,1.96498
4,7,2,4.0,1.91529090909
4,7,2,5.0,1.91015
4,7,2,6.0,2.10136923077
4,7,2,7.0,2.28192857143
4,7,2,8.0,2.327
4,7,2,9.0,2.377275
4,7,2,10.0,2.43478823529
4,7,2,11.0,2.484
4,7,2,12.0,2.52617894737
4,7,2,13.0,2.56709
4,7,2,14.0,2.60264761905
4,7,2,15.0,2.63818181818
4,7,2,16.0,2.63533913043
4,7,2,17.0,2.62744166667
4,7,2,18.0,2.616904
4,7,2,19.0,2.61204615385
4,7,2,20.0,2.60677037037
4,7,2,21.0,2.61091428571
4,7,2,22.0,2.64310344828
4,7,2,23.0,2.7427
4,7,2,24.0,2.82206451613
4,7,2,25.0,2.912775
4,7,2,26.0,2.99430909091
4,7,2,27.0,3.0656
4,7,2,28.0,3.14232571429
4,7,2,29.0,3.19162777778
4,7,2,30.0,3.25551891892
4,7,2,31.0,3.31077368421
4,7,2,32.0,3.37446153846
4,7,2,33.0,3.376585
4,7,2,34.0,3.38461463415
4,7,2,35.0,3.3853
4,7,2,36.0,3.38641395349
4,7,2,37.0,3.38557272727
4,7,2,38.0,3.39232444444
4,7,2,39.0,3.39500434783
4,7,2,40.0,3.39952340426
4,7,2,41.0,3.39727083333
4,7,2,42.0,3.40349387755
4,7,2,43.0,3.395896
4,7,2,44.0,3.39723137255
4,7,2,45.0,3.40780384615
4,7,2,46.0,3.40689811321
4,7,2,47.0,3.40191851852
4,7,2,48.0,3.4038
4,7,2,49.0,3.41377142857
4,7,2,50.0,3.41183859649
4,7,2,51.0,3.41710689655
4,7,2,52.0,3.41741355932
4,7,2,53.0,3.41968
4,7,2,54.0,3.41866557377
4,7,2,55.0,3.4218483871
4,7,2,56.0,3.42246984127
4,7,2,57.0,3.423815625
4,7,2,58.0,3.42432615385
4,7,2,59.0,3.42918181818
4,7,2,60.0,3.42400895522
4,7,2,61.0,3.43052941176
4,7,2,62.0,3.42842318841
4,7,2,63.0,3.42810857143
4,7,4,3.0,2.56498
4,7,4,4.0,2.82976363636
4,7,4,5.0,2.98215
4,7,4,6.0,3.13567692308
4,7,4,7.0,3.28192857143
4,7,4,8.0,3.39366666667
4,7,4,9.0,3.502275
4,7,4,10.0,3.61125882353
4,7,4,11.0,3.70622222222
4,7,4,12.0,3.78933684211
4,7,4,13.0,3.86709
4,7,4,14.0,4.17798095238
4,7,4,15.0,4.45727272727
4,7,4,16.0,4.68
4,7,4,17.0,4.71164166667
4,7,4,18.0,4.741048
4,7,4,19.0,4.76693846154
4,7,4,20.0,4.79388148148
4,7,4,21.0,4.82476428571
4,7,4,22.0,4.84462068966
4,7,4,23.0,4.87280666667
4,7,4,24.0,4.88792258065
4,7,4,25.0,4.9109
4,7,4,26.0,4.92681818182
4,7,4,27.0,4.94416470588
4,7,4,28.0,4.96504571429
4,7,4,29.0,4.96755555556
4,7,4,30.0,4.98692432432
4,7,4,31.0,4.99652105263
4,7,4,32.0,5.01548717949
4,7,4,33.0,5.026585
4,7,4,34.0,5.04315121951
4,7,4,35.0,5.05196666667
4,7,4,36.0,5.06083255814
4,7,4,37.0,5.06739090909
4,7,4,38.0,5.08121333333
4,7,4,39.0,5.09065652174
4,7,4,40.0,5.10165106383
4,7,4,41.0,5.10560416667
4,7,4,42.0,5.11777959184
4,7,4,43.0,5.115896
4,7,4,44.0,5.12272156863
4,7,4,45.0,5.13857307692
4,7,4,46.0,5.14274716981
4,7,4,47.0,5.14265925926
4,7,4,48.0,5.14925454545
4,7,4,49.0,5.16377142857
4,7,4,50.0,5.1662245614
4,7,4,51.0,5.17572758621
4,7,4,52.0,5.18012542373
4,7,4,53.0,5.18634666667
4,7,4,54.0,5.24014754098
4,7,4,55.0,5.34471935484
4,7,4,56.0,5.44415873016
4,7,4,57.0,5.53584375
4,7,4,58.0,5.62422153846
4,7,4,59.0,5.72267272727
4,7,4,60.0,5.79051641791
4,7,4,61.0,5.88398529412
4,7,4,62.0,5.96952463768
4,7,4,63.0,6.04404857143
5,0,1,3.0,1.6666
5,0,1,4.0,2.12355
5,0,1,5.0,2.41264
5,0,1,6.0,2.41813333333
5,0,1,7.0,2.29105714286
5,0,1,8.0,2.189975
5,0,1,9.0,2.11022222222
5,0,1,10.0,2.0486
5,0,1,11.0,2.00532727273
5,0,1,12.0,1.95565
5,0,1,13.0,1.92721538462
5,0,1,14.0,2.04
5,0,1,15.0,2.14922666667
5,0,1,16.0,2.2158375
5,0,1,17.0,2.28144705882
5,0,1,18.0,2.37103333333
5,0,1,19.0,2.44776842105
5,0,1,20.0,2.48333
5,0,1,21.0,2.52196190476
5,0,1,22.0,2.57150909091
5,0,1,23.0,2.60456521739
5,0,1,24.0,2.651475
5,0,1,25.0,2.683984
5,0,1,26.0,2.67066923077
5,0,1,27.0,2.63280740741
5,0,1,28.0,2.58785
5,0,1,29.0,2.55327586207
5,0,1,30.0,2.51143333333
5,0,1,31.0,2.48166451613
5,0,1,32.0,2.44920625
5,0,1,33.0,2.42504848485
5,0,1,34.0,2.39566470588
5,0,1,35.0,2.36775428571
5,0,1,36.0,2.34821111111
5,0,1,37.0,2.32648648649
5,0,1,38.0,2.30692105263
5,0,1,39.0,2.27566153846
5,0,1,40.0,2.26032
5,0,1,41.0,2.24605853659
5,0,1,42.0,2.22543333333
5,0,1,43.0,2.20395348837
5,0,1,44.0,2.18922727273
5,0,1,45.0,2.17518666667
5,0,1,46.0,2.16500434783
5,0,1,47.0,2.14809361702
5,0,1,48.0,2.1311125
5,0,1,49.0,2.11853469388
5,0,1,50.0,2.117144
5,0,1,51.0,2.0952745098
5,0,1,52.0,2.08859230769
5,0,1,53.0,2.07073207547
5,0,1,54.0,2.05931111111
5,0,1,55.0,2.05246545455
5,0,1,56.0,2.03820714286
5,0,1,57.0,2.03985964912
5,0,1,58.0,2.02837586207
5,0,1,59.0,2.02057966102
5,0,1,60.0,2.00171333333
5,0,1,61.0,1.99869180328
5,0,1,62.0,1.98906774194
5,0,1,63.0,1.98677142857
5,0,2,3.0,3.3338
5,0,2,4.0,3.37895
5,0,2,5.0,3.41264
5,0,2,6.0,3.41813333333
5,0,2,7.0,3.29105714286
5,0,2,8.0,3.189975
5,0,2,9.0,3.22122222222
5,0,2,10.0,3.4482
5,0,2,11.0,3.64812727273
5,0,2,12.0,3.79365
5,0,2,13.0,3.84981538462
5,0,2,14.0,3.8238
5,0,2,15.0,3.80582666667
5,0,2,16.0,3.7792375
5,0,2,17.0,3.76064705882
5,0,2,18.0,3.74943333333
5,0,2,19.0,3.74816842105
5,0,2,20.0,3.72673
5,0,2,21.0,3.71116190476
5,0,2,22.0,3.71090909091
5,0,2,23.0,3.69576521739
5,0,2,24.0,3.692675
5,0,2,25.0,3.683984
5,0,2,26.0,3.67066923077
5,0,2,27.0,3.63280740741
5,0,2,28.0,3.58785
5,0,2,29.0,3.55327586207
5,0,2,30.0,3.51143333333
5,0,2,31.0,3.48166451613
5,0,2,32.0,3.44920625
5,0,2,33.0,3.42504848485
5,0,2,34.0,3.39566470588
5,0,2,35.0,3.36775428571
5,0,2,36.0,3.34821111111
5,0,2,37.0,3.32648648649
5,0,2,38.0,3.30692105263
5,0,2,39.0,3.27566153846
5,0,2,40.0,3.26032
5,0,2,41.0,3.24605853659
5,0,2,42.0,3.22543333333
5,0,2,43.0,3.27175348837
5,0,2,44.0,3.31922727273
5,0,2,45.0,3.37838666667
5,0,2,46.0,3.42800434783
5,0,2,47.0,3.46369361702
5,0,2,48.0,3.4987125
5,0,2,49.0,3.53373469388
5,0,2,50.0,3.602944
5,0,2,51.0,3.6146745098
5,0,2,52.0,3.67479230769
5,0,2,53.0,3.68513207547
5,0,2,54.0,3.71511111111
5,0,2,55.0,3.75626545455
5,0,2,56.0,3.78560714286
5,0,2,57.0,3.84165964912
5,0,2,58.0,3.85917586207
5,0,2,59.0,3.89117966102
5,0,2,60.0,3.89391333333
5,0,2,61.0,3.93149180328
5,0,2,62.0,3.95526774194
5,0,2,63.0,3.97157142857
5,0,4,3.0,5.3338
5,0,4,4.0,5.37895
5,0,4,5.0,5.41264
5,0,4,6.0,6.09333333333
5,0,4,7.0,6.14705714286
5,0,4,8.0,6.064175
5,0,4,9.0,6.00182222222
5,0,4,10.0,5.9478
5,0,4,11.0,5.92292727273
5,0,4,12.0,5.87685
5,0,4,13.0,5.84981538462
5,0,4,14.0,5.8238
5,0,4,15.0,5.80582666667
5,0,4,16.0,5.7792375
5,0,4,17.0,5.76064705882
5,0,4,18.0,5.74943333333
5,0,4,19.0,5.74816842105
5,0,4,20.0,5.72673
5,0,4,21.0,5.71116190476
5,0,4,22.0,5.71090909091
5,0,4,23.0,5.69576521739
5,0,4,24.0,5.692675
5,0,4,25.0,5.683984
5,0,4,26.0,5.82506923077
5,0,4,27.0,5.97660740741
5,0,4,28.0,6.08145
5,0,4,29.0,6.20847586207
5,0,4,30.0,6.30483333333
5,0,4,31.0,6.41906451613
5,0,4,32.0,6.41900625
5,0,4,33.0,6.39724848485
5,0,4,34.0,6.36406470588
5,0,4,35.0,6.33595428571
5,0,4,36.0,6.32281111111
5,0,4,37.0,6.29868648649
5,0,4,38.0,6.27832105263
5,0,4,39.0,6.24746153846
5,0,4,40.0,6.23692
5,0,4,41.0,6.22185853659
5,0,4,42.0,6.20123333333
5,0,4,43.0,6.18155348837
5,0,4,44.0,6.16762727273
5,0,4,45.0,6.15398666667
5,0,4,46.0,6.14400434783
5,0,4,47.0,6.12669361702
5,0,4,48.0,6.1129125
5,0,4,49.0,6.09593469388
5,0,4,50.0,6.098344
5,0,4,51.0,6.0730745098
5,0,4,52.0,6.07179230769
5,0,4,53.0,6.05333207547
5,0,4,54.0,6.03971111111
5,0,4,55.0,6.03286545455
5,0,4,56.0,6.01780714286
5,0,4,57.0,6.01965964912
5,0,4,58.0,6.01157586207
5,0,4,59.0,6.00537966102
5,0,4,60.0,5.98591333333
5,0,4,61.0,5.98609180328
5,0,4,62.0,5.97286774194
5,0,4,63.0,5.97157142857
5,3,1,3.0,1.56273333333
5,3,1,4.0,1.64417142857
5,3,1,5.0,1.62745
5,3,1,6.0,1.61093333333
5,3,1,7.0,1.59774
5,3,1,8.0,1.59374545455
5,3,1,9.0,1.58226666667
5,3,1,10.0,1.58129230769
5,3,1,11.0,1.57205714286
5,3,1,12.0,1.57164
5,3,1,13.0,1.5640375
5,3,1,14.0,1.67575294118
5,3,1,15.0,1.78533333333
5,3,1,16.0,1.88052631579
5,3,1,17.0,1.95255
5,3,1,18.0,2.02580952381
5,3,1,19.0,2.08801818182
5,3,1,20.0,2.14825217391
5,3,1,21.0,2.21400833333
5,3,1,22.0,2.266504
5,3,1,23.0,2.30624615385
5,3,1,24.0,2.35563703704
5,3,1,25.0,2.38897142857
5,3,1,26.0,2.39659310345
5,3,1,27.0,2.36485333333
5,3,1,28.0,2.33477419355
5,3,1,29.0,2.30704375
5,3,1,30.0,2.29225454545
5,3,1,31.0,2.26247058824
5,3,1,32.0,2.24162285714
5,3,1,33.0,2.22411666667
5,3,1,34.0,2.20178918919
5,3,1,35.0,2.18853157895
5,3,1,36.0,2.16262051282
5,3,1,37.0,2.14835
5,3,1,38.0,2.13581463415
5,3,1,39.0,2.11773809524
5,3,1,40.0,2.10159534884
5,3,1,41.0,2.08864090909
5,3,1,42.0,2.07450222222
5,3,1,43.0,2.06896521739
5,3,1,44.0,2.05182553191
5,3,1,45.0,2.03642916667
5,3,1,46.0,2.02604489796
5,3,1,47.0,2.027296
5,3,1,48.0,2.00945098039
5,3,1,49.0,2.00263076923
5,3,1,50.0,1.98570943396
5,3,1,51.0,1.97711481481
5,3,1,52.0,1.97288727273
5,3,1,53.0,1.96028928571
5,3,1,54.0,1.96169473684
5,3,1,55.0,1.95082758621
5,3,1,56.0,1.94509491525
5,3,1,57.0,1.92732
5,3,1,58.0,1.92531803279
5,3,1,59.0,1.91687419355
5,3,1,60.0,1.91631746032
5,3,1,61.0,1.901940625
5,3,1,62.0,1.89675692308
5,3,1,63.0,1.89480606061
5,3,2,3.0,2.06273333333
5,3,2,4.0,2.2156
5,3,2,5.0,2.25245
5,3,2,6.0,2.2776
5,3,2,7.0,2.29774
5,3,2,8.0,2.32101818182
5,3,2,9.0,2.41266666667
5,3,2,10.0,2.66452307692
5,3,2,11.0,2.85937142857
5,3,2,12.0,3.04284
5,3,2,13.0,3.1255
5,3,2,14.0,3.14772941176
5,3,2,15.0,3.1725
5,3,2,16.0,3.18966315789
5,3,2,17.0,3.2029
5,3,2,18.0,3.21912380952
5,3,2,19.0,3.22542727273
5,3,2,20.0,3.23851304348
5,3,2,21.0,3.25455833333
5,3,2,22.0,3.26284
5,3,2,23.0,3.26959230769
5,3,2,24.0,3.27883703704
5,3,2,25.0,3.28182857143
5,3,2,26.0,3.29314482759
5,3,2,27.0,3.26485333333
5,3,2,28.0,3.238
5,3,2,29.0,3.21329375
5,3,2,30.0,3.20134545455
5,3,2,31.0,3.17423529412
5,3,2,32.0,3.15590857143
5,3,2,33.0,3.14078333333
5,3,2,34.0,3.12070810811
5,3,2,35.0,3.10958421053
5,3,2,36.0,3.0856974359
5,3,2,37.0,3.07335
5,3,2,38.0,3.06264390244
5,3,2,39.0,3.04630952381
5,3,2,40.0,3.03182790698
5,3,2,41.0,3.02045909091
5,3,2,42.0,3.00783555556
5,3,2,43.0,3.07105217391
5,3,2,44.0,3.11100851064
5,3,2,45.0,3.15299166667
5,3,2,46.0,3.19876326531
5,3,2,47.0,3.27148
5,3,2,48.0,3.30093333333
5,3,2,49.0,3.35314615385
5,3,2,50.0,3.36872830189
5,3,2,51.0,3.4121037037
5,3,2,52.0,3.45989818182
5,3,2,53.0,3.493125
5,3,2,54.0,3.5474
5,3,2,55.0,3.58451724138
5,3,2,56.0,3.6104779661
5,3,2,57.0,3.62383
5,3,2,58.0,3.66113442623
5,3,2,59.0,3.6893483871
5,3,2,60.0,3.73193650794
5,3,2,61.0,3.740328125
5,3,2,62.0,3.77392615385
5,3,2,63.0,3.7891969697
5,3,4,3.0,3.06273333333
5,3,4,4.0,3.35845714286
5,3,4,5.0,3.50245
5,3,4,6.0,4.0584
5,3,4,7.0,4.29918
5,3,4,8.0,4.41061818182
5,3,4,9.0,4.49871666667
5,3,4,10.0,4.58375384615
5,3,4,11.0,4.64027142857
5,3,4,12.0,4.70476
5,3,4,13.0,4.7505
5,3,4,14.0,4.79478823529
5,3,4,15.0,4.83916666667
5,3,4,16.0,4.87387368421
5,3,4,17.0,4.9029
5,3,4,18.0,4.93340952381
5,3,4,19.0,4.9527
5,3,4,20.0,4.97764347826
5,3,4,21.0,5.00455833333
5,3,4,22.0,5.02284
5,3,4,23.0,5.03882307692
5,3,4,24.0,5.05661481481
5,3,4,25.0,5.06754285714
5,3,4,26.0,5.22467586207
5,3,4,27.0,5.35951333333
5,3,4,28.0,5.49136774194
5,3,4,29.0,5.61268125
5,3,4,30.0,5.75934545455
5,3,4,31.0,5.85208823529
5,3,4,32.0,5.87078857143
5,3,4,33.0,5.86218333333
5,3,4,34.0,5.85155135135
5,3,4,35.0,5.84621578947
5,3,4,36.0,5.83258974359
5,3,4,37.0,5.82689
5,3,4,38.0,5.82181463415
5,3,4,39.0,5.80788095238
5,3,4,40.0,5.80280465116
5,3,4,41.0,5.79466818182
5,3,4,42.0,5.78412888889
5,3,4,43.0,5.78883913043
5,3,4,44.0,5.77403829787
5,3,4,45.0,5.76767916667
5,3,4,46.0,5.76124489796
5,3,4,47.0,5.765112
5,3,4,48.0,5.7564627451
5,3,4,49.0,5.75094230769
5,3,4,50.0,5.73703018868
5,3,4,51.0,5.73732592593
5,3,4,52.0,5.73598545455
5,3,4,53.0,5.72404642857
5,3,4,54.0,5.73297894737
5,3,4,55.0,5.72989655172
5,3,4,56.0,5.72518983051
5,3,4,57.0,5.71212
5,3,4,58.0,5.71319344262
5,3,4,59.0,5.70619677419
5,3,4,60.0,5.70984126984
5,3,4,61.0,5.69785625
5,3,4,62.0,5.69783384615
5,3,4,63.0,5.69828787879
5,7,1,3.0,1.70548
5,7,1,4.0,1.56001818182
5,7,1,5.0,1.49815
5,7,1,6.0,1.44736923077
5,7,1,7.0,1.44412857143
5,7,1,8.0,1.40412
5,7,1,9.0,1.3997625
5,7,1,10.0,1.39655294118
5,7,1,11.0,1.38766666667
5,7,1,12.0,1.38415789474
5,7,1,13.0,1.42998
5,7,1,14.0,1.52144761905
5,7,1,15.0,1.60018181818
5,7,1,16.0,1.68605217391
5,7,1,17.0,1.745425
5,7,1,18.0,1.81108
5,7,1,19.0,1.85716153846
5,7,1,20.0,1.91951111111
5,7,1,21.0,1.97716428571
5,7,1,22.0,2.02619310345
5,7,1,23.0,2.06358666667
5,7,1,24.0,2.11553548387
5,7,1,25.0,2.12199375
5,7,1,26.0,2.107
5,7,1,27.0,2.08581764706
5,7,1,28.0,2.06792571429
5,7,1,29.0,2.05756666667
5,7,1,30.0,2.03849189189
5,7,1,31.0,2.03014736842
5,7,1,32.0,2.01175384615
5,7,1,33.0,1.99768
5,7,1,34.0,1.98729756098
5,7,1,35.0,1.97213333333
5,7,1,36.0,1.96248837209
5,7,1,37.0,1.95199090909
5,7,1,38.0,1.94241333333
5,7,1,39.0,1.9391173913
5,7,1,40.0,1.92326808511
5,7,1,41.0,1.9113625
5,7,1,42.0,1.90297959184
5,7,1,43.0,1.90672
5,7,1,44.0,1.89243137255
5,7,1,45.0,1.88836153846
5,7,1,46.0,1.87518490566
5,7,1,47.0,1.86675925926
5,7,1,48.0,1.86448363636
5,7,1,49.0,1.85329642857
5,7,1,50.0,1.85604912281
5,7,1,51.0,1.8477137931
5,7,1,52.0,1.84331186441
5,7,1,53.0,1.82685333333
5,7,1,54.0,1.8271704918
5,7,1,55.0,1.82081612903
5,7,1,56.0,1.82104761905
5,7,1,57.0,1.80804375
5,7,1,58.0,1.80478769231
5,7,1,59.0,1.80471515152
5,7,1,60.0,1.80060597015
5,7,1,61.0,1.79357647059
5,7,1,62.0,1.7828173913
5,7,1,63.0,1.78488857143
5,7,2,3.0,2.00548
5,7,2,4.0,1.92365454545
5,7,2,5.0,1.91481666667
5,7,2,6.0,1.90890769231
5,7,2,7.0,1.94412857143
5,7,2,8.0,1.93745333333
5,7,2,9.0,2.0725125
5,7,2,10.0,2.24655294118
5,7,2,11.0,2.40846666667
5,7,2,12.0,2.55144210526
5,7,2,13.0,2.59244
5,7,2,14.0,2.63051428571
5,7,2,15.0,2.66218181818
5,7,2,16.0,2.70086956522
5,7,2,17.0,2.7276
5,7,2,18.0,2.76148
5,7,2,19.0,2.77603076923
5,7,2,20.0,2.80543703704
5,7,2,21.0,2.82886428571
5,7,2,22.0,2.85339310345
5,7,2,23.0,2.86398666667
5,7,2,24.0,2.88972903226
5,7,2,25.0,2.90324375
5,7,2,26.0,2.89487878788
5,7,2,27.0,2.87993529412
5,7,2,28.0,2.86792571429
5,7,2,29.0,2.86312222222
5,7,2,30.0,2.8493027027
5,7,2,31.0,2.84593684211
5,7,2,32.0,2.83226666667
5,7,2,33.0,2.82268
5,7,2,34.0,2.81656585366
5,7,2,35.0,2.80546666667
5,7,2,36.0,2.79969767442
5,7,2,37.0,2.7929
5,7,2,38.0,2.78685777778
5,7,2,39.0,2.78694347826
5,7,2,40.0,2.77433191489
5,7,2,41.0,2.76552916667
5,7,2,42.0,2.76012244898
5,7,2,43.0,2.827952
5,7,2,44.0,2.87768627451
5,7,2,45.0,2.93097692308
5,7,2,46.0,2.96390943396
5,7,2,47.0,3.01408148148
5,7,2,48.0,3.06518181818
5,7,2,49.0,3.09474642857
5,7,2,50.0,3.16447017544
5,7,2,51.0,3.19692758621
5,7,2,52.0,3.24343389831
5,7,2,53.0,3.25856
5,7,2,54.0,3.30553114754
5,7,2,55.0,3.3322516129
5,7,2,56.0,3.37909206349
5,7,2,57.0,3.399946875
5,7,2,58.0,3.43556923077
5,7,2,59.0,3.47280606061
5,7,2,60.0,3.49851641791
5,7,2,61.0,3.52579705882
5,7,2,62.0,3.54846956522
5,7,2,63.0,3.56832857143
5,7,4,3.0,2.60548
5,7,4,4.0,2.65092727273
5,7,4,5.0,2.74815
5,7,4,6.0,3.16586153846
5,7,4,7.0,3.31112857143
5,7,4,8.0,3.42022666667
5,7,4,9.0,3.5383875
5,7,4,10.0,3.64408235294
5,7,4,11.0,3.73164444444
5,7,4,12.0,3.8146
5,7,4,13.0,3.89244
5,7,4,14.0,3.96384761905
5,7,4,15.0,4.02581818182
5,7,4,16.0,4.09217391304
5,7,4,17.0,4.14426666667
5,7,4,18.0,4.20148
5,7,4,19.0,4.23756923077
5,7,4,20.0,4.28691851852
5,7,4,21.0,4.32886428571
5,7,4,22.0,4.37063448276
5,7,4,23.0,4.39732
5,7,4,24.0,4.43811612903
5,7,4,25.0,4.46574375
5,7,4,26.0,4.59055151515
5,7,4,27.0,4.72498823529
5,7,4,28.0,4.86104571429
5,7,4,29.0,5.00815555556
5,7,4,30.0,5.12054594595
5,7,4,31.0,5.24354210526
5,7,4,32.0,5.27017435897
5,7,4,33.0,5.271775
5,7,4,34.0,5.27750243902
5,7,4,35.0,5.27946666667
5,7,4,36.0,5.28654418605
5,7,4,37.0,5.29241818182
5,7,4,38.0,5.29671555556
5,7,4,39.0,5.30685217391
5,7,4,40.0,5.30284255319
5,7,4,41.0,5.3077
5,7,4,42.0,5.30977959184
5,7,4,43.0,5.32694
5,7,4,44.0,5.32460392157
5,7,4,45.0,5.33051538462
5,7,4,46.0,5.32744150943
5,7,4,47.0,5.32578518519
5,7,4,48.0,5.33654181818
5,7,4,49.0,5.33579642857
5,7,4,50.0,5.35078596491
5,7,4,51.0,5.34947931034
5,7,4,52.0,5.35304745763
5,7,4,53.0,5.34375666667
5,7,4,54.0,5.35292786885
5,7,4,55.0,5.3543
5,7,4,56.0,5.35846984127
5,7,4,57.0,5.3559375
5,7,4,58.0,5.36045538462
5,7,4,59.0,5.36491818182
5,7,4,60.0,5.36782985075
5,7,4,61.0,5.36602352941
5,7,4,62.0,5.36156521739
5,7,4,63.0,5.36832857143
6,0,1,3.0,1.6666
6,0,1,4.0,1.87915
6,0,1,5.0,2.21444
6,0,1,6.0,2.42453333333
6,0,1,7.0,2.42945714286
6,0,1,8.0,2.311775
6,0,1,9.0,2.21882222222
6,0,1,10.0,2.1528
6,0,1,11.0,2.08872727273
6,0,1,12.0,2.03885
6,0,1,13.0,2.00341538462
6,0,1,14.0,1.9674
6,0,1,15.0,1.93602666667
6,0,1,16.0,1.9056375
6,0,1,17.0,1.87744705882
6,0,1,18.0,1.86303333333
6,0,1,19.0,1.89796842105
6,0,1,20.0,1.97673
6,0,1,21.0,2.04076190476
6,0,1,22.0,2.12630909091
6,0,1,23.0,2.17036521739
6,0,1,24.0,2.237275
6,0,1,25.0,2.287184
6,0,1,26.0,2.32426923077
6,0,1,27.0,2.37320740741
6,0,1,28.0,2.41085
6,0,1,29.0,2.44967586207
6,0,1,30.0,2.48743333333
6,0,1,31.0,2.51666451613
6,0,1,32.0,2.54120625
6,0,1,33.0,2.57484848485
6,0,1,34.0,2.60286470588
6,0,1,35.0,2.63135428571
6,0,1,36.0,2.66061111111
6,0,1,37.0,2.64188648649
6,0,1,38.0,2.62252105263
